Environment ErDpole nreplications 1 maxmsteps 10000m 
Evaluation: Episodes 10 Test Episodes 500 MaxSteps 1000
Run Test: Environment ErDpole testfile bestS210.npy
Trial 449 Fit 17.00 Steps 18 
Trial 450 Fit 1000.00 Steps 1000 
Trial 451 Fit 19.00 Steps 20 
Trial 452 Fit 1000.00 Steps 1000 
Trial 453 Fit 1000.00 Steps 1000 
Trial 454 Fit 1000.00 Steps 1000 
Trial 455 Fit 1000.00 Steps 1000 
Trial 456 Fit 1000.00 Steps 1000 
Trial 457 Fit 1000.00 Steps 1000 
Trial 458 Fit 397.00 Steps 398 
Trial 459 Fit 1000.00 Steps 1000 
Trial 460 Fit 1000.00 Steps 1000 
Trial 461 Fit 36.00 Steps 37 
Trial 462 Fit 22.00 Steps 23 
Trial 463 Fit 21.00 Steps 22 
Trial 464 Fit 1000.00 Steps 1000 
Trial 465 Fit 17.00 Steps 18 
Trial 466 Fit 1000.00 Steps 1000 
Trial 467 Fit 1000.00 Steps 1000 
Trial 468 Fit 1000.00 Steps 1000 
Trial 469 Fit 195.00 Steps 196 
Trial 470 Fit 81.00 Steps 82 
Trial 471 Fit 1000.00 Steps 1000 
Trial 472 Fit 144.00 Steps 145 
Trial 473 Fit 17.00 Steps 18 
Trial 474 Fit 22.00 Steps 23 
Trial 475 Fit 20.00 Steps 21 
Trial 476 Fit 370.00 Steps 371 
Trial 477 Fit 20.00 Steps 21 
Trial 478 Fit 1000.00 Steps 1000 
Trial 479 Fit 18.00 Steps 19 
Trial 480 Fit 23.00 Steps 24 
Trial 481 Fit 21.00 Steps 22 
Trial 482 Fit 1000.00 Steps 1000 
Trial 483 Fit 31.00 Steps 32 
Trial 484 Fit 19.00 Steps 20 
Trial 485 Fit 1000.00 Steps 1000 
Trial 486 Fit 1000.00 Steps 1000 
Trial 487 Fit 1000.00 Steps 1000 
Trial 488 Fit 18.00 Steps 19 
Trial 489 Fit 22.00 Steps 23 
Trial 490 Fit 1000.00 Steps 1000 
Trial 491 Fit 75.00 Steps 76 
Trial 492 Fit 18.00 Steps 19 
Trial 493 Fit 15.00 Steps 16 
Trial 494 Fit 111.00 Steps 112 
Trial 495 Fit 28.00 Steps 29 
Trial 496 Fit 37.00 Steps 38 
Trial 497 Fit 178.00 Steps 179 
Trial 498 Fit 1000.00 Steps 1000 
Trial 499 Fit 42.00 Steps 43 
Average Fit 372.40 Steps 373.07 
Postevauation: Average Fitness 372.40 Total Steps 186537
Double-pole: pole_length_2 0.50 pole_mass_2 0.10
Double-pole: pole_length_2 0.50 pole_mass_2 0.10
Double-pole: pole_length_2 0.50 pole_mass_2 0.10
Network 3->18->4 feedforward with bias linear output:tanh init:xavier 
